#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Streptococcus agalactiae,FWL1402,20122,SAMN05187216 ,PRJNA323692,Terrabacteria group,Firmicutes,GCA_001683515.1 ,2.09029,35.4,chromosome:NZ_CP016391.1/CP016391.1,-,1,2177,2018,7/11/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/515/GCF_001683515.1_ASM168351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/515/GCA_001683515.1_ASM168351v1
Streptococcus pneumoniae SPN033038,SPN033038,20104,SAMEA3138394 ,PRJNA50811,Terrabacteria group,Firmicutes,GCA_000211095.1 ,2.1335,39.6,chromosome:NC_021004.1/FQ312042.1,-,1,2365,2063,7/29/2010,3/9/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/095/GCF_000211095.1_ASM21109v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/095/GCA_000211095.1_ASM21109v1
Streptococcus pyogenes,HKU360,20126,SAMN02980885 ,PRJNA257934,Terrabacteria group,Firmicutes,GCA_000772185.1 ,1.94454,38.5,chromosome:NZ_CP009612.1/CP009612.1,-,1,1986,1858,11/5/2014,3/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/185/GCF_000772185.1_ASM77218v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/185/GCA_000772185.1_ASM77218v1
Streptococcus pyogenes,1.00E+01,20126,SAMN02649402 ,PRJNA238987,Terrabacteria group,Firmicutes,GCA_000772245.1 ,1.79615,38.5,chromosome:NZ_CP007241.1/CP007241.1,-,1,1806,1662,11/5/2014,3/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/245/GCF_000772245.1_ASM77224v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/245/GCA_000772245.1_ASM77224v1
Streptococcus pneumoniae ST556,ST556,20104,SAMN02604071 ,PRJNA80663,Terrabacteria group,Firmicutes,GCA_000251085.2 ,2.15081,39.7,chromosome:NC_017769.2/CP003357.2,-,1,2359,2110,3/6/2012,3/11/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/085/GCF_000251085.2_ASM25108v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/085/GCA_000251085.2_ASM25108v2
Streptococcus suis,SS2-1,20103,SAMN06187704 ,PRJNA359165,Terrabacteria group,Firmicutes,GCA_001936415.1 ,2.09403,41.1,chromosome:NZ_CP018908.1/CP018908.1,-,1,2096,1984,1/5/2017,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/415/GCF_001936415.1_ASM193641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/415/GCA_001936415.1_ASM193641v1
Streptococcus agalactiae,NGBS357,20122,SAMN04007152 ,PRJNA293858,Terrabacteria group,Firmicutes,GCA_001712835.1 ,2.17287,35.6,chromosome:NZ_CP012503.1/CP012503.1,-,1,2248,2078,8/25/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/712/835/GCF_001712835.1_ASM171283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/835/GCA_001712835.1_ASM171283v1
Streptococcus agalactiae,WC1535,20122,SAMN05370985 ,PRJNA328400,Terrabacteria group,Firmicutes,GCA_001729925.1 ,2.21257,35.8,chromosome:NZ_CP016501.1/CP016501.1,-,1,2262,2067,9/16/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/925/GCF_001729925.1_ASM172992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/925/GCA_001729925.1_ASM172992v1
Streptococcus suis,SC19,20103,SAMN06765615 ,PRJNA383459,Terrabacteria group,Firmicutes,GCA_002111405.1 ,2.09597,41.1,chromosome:NZ_CP020863.1/CP020863.1,-,1,2107,1976,4/26/2017,5/1/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/405/GCF_002111405.1_ASM211140v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/405/GCA_002111405.1_ASM211140v1
Streptococcus pyogenes,AP1,20126,SAMN02716635 ,PRJNA242701,Terrabacteria group,Firmicutes,GCA_000993765.1 ,1.90829,38.5,chromosome:NZ_CP007537.1/CP007537.1,-,1,1988,1860,5/7/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/765/GCF_000993765.1_ASM99376v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/993/765/GCA_000993765.1_ASM99376v1
Streptococcus pneumoniae gamPNI0373,gamPNI0373,20104,SAMN02299431 ,PRJNA42247,Terrabacteria group,Firmicutes,GCA_000299015.1 ,2.06415,39.8,chromosome:NC_018630.1/CP001845.1,-,1,2277,2026,9/21/2012,3/9/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/015/GCF_000299015.1_ASM29901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/015/GCA_000299015.1_ASM29901v1
Streptococcus pneumoniae,NT_110_58,20104,SAMN02725063 ,PRJNA244310,Terrabacteria group,Firmicutes,GCA_000817005.1 ,2.28777,39.8,chromosome:NZ_CP007593.1/CP007593.1,-,1,2445,2084,1/9/2015,3/15/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/005/GCF_000817005.1_ASM81700v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/005/GCA_000817005.1_ASM81700v1
Streptococcus pyogenes JRS4,JRS4,20126,SAMN03610013 ,PRJNA283215,Terrabacteria group,Firmicutes,GCA_001014285.1 ,1.81197,38.6,chromosome:NZ_CP011414.1/CP011414.1,-,1,1851,1715,5/28/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/014/285/GCF_001014285.1_ASM101428v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/014/285/GCA_001014285.1_ASM101428v1
Streptococcus suis,LSM102,20103,SAMN05231907 ,PRJNA325429,Terrabacteria group,Firmicutes,GCA_002189695.1 ,2.06793,41.2,chromosome:NZ_CP016175.1/CP016175.1,-,1,2083,1956,6/12/2017,6/14/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/189/695/GCF_002189695.1_ASM218969v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/189/695/GCA_002189695.1_ASM218969v1
Streptococcus agalactiae,GBS-M002,20122,SAMN04376007 ,PRJNA307137,Terrabacteria group,Firmicutes,GCA_001932715.1 ,2.09257,35.6,chromosome:NZ_CP013908.1/CP013908.1,-,1,2169,2008,1/4/2017,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/715/GCF_001932715.1_ASM193271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/715/GCA_001932715.1_ASM193271v1
Streptococcus dysgalactiae subsp. equisimilis 167,167,20125,SAMD00061054 ,PRJDB689,Terrabacteria group,Firmicutes,GCA_000493775.1 ,2.0764,39.6,chromosome 1:AP012976.1,-,1,2294,2223,10/4/2013,10/7/2016,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/775/GCF_000493775.1_ASM49377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/775/GCA_000493775.1_ASM49377v1
Streptococcus agalactiae,Sag158,20122,SAMN06445344 ,PRJNA376652,Terrabacteria group,Firmicutes,GCA_002025005.1 ,2.09688,35.7,chromosome:NZ_CP019979.1/CP019979.1,-,1,2190,2000,3/13/2017,3/15/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/005/GCF_002025005.1_ASM202500v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/005/GCA_002025005.1_ASM202500v1
Streptococcus suis,CS100322,20103,SAMN07807405 ,PRJNA414693,Terrabacteria group,Firmicutes,GCA_002688665.1 ,2.13765,41.2,chromosome:CP024050.1,-,1,-,-,10/24/2017,10/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/688/665/GCF_002688665.1_ASM268866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/665/GCA_002688665.1_ASM268866v1
Streptococcus pyogenes,D471,20126,SAMN03610015 ,PRJNA283214,Terrabacteria group,Firmicutes,GCA_001014305.1 ,1.81197,38.6,chromosome:NZ_CP011415.1/CP011415.1,-,1,1851,1715,5/28/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/014/305/GCF_001014305.1_ASM101430v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/014/305/GCA_001014305.1_ASM101430v1
Streptococcus pneumoniae,A66,20104,SAMEA3367470 ,PRJEB9161,Terrabacteria group,Firmicutes,GCA_001255215.1 ,1.98341,39.7,chromosome I:NZ_LN847353.1/LN847353.1,-,1,2178,1934,5/20/2015,3/11/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/255/215/GCF_001255215.1_S_pneumo_A66_v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/255/215/GCA_001255215.1_S_pneumo_A66_v1
Streptococcus pyogenes,NGAS743,20126,SAMN02715744 ,PRJNA243328,Terrabacteria group,Firmicutes,GCA_001019635.1 ,1.91555,38.5,chromosome:NZ_CP007560.1/CP007560.1,-,1,1984,1849,6/3/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/635/GCF_001019635.1_ASM101963v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/635/GCA_001019635.1_ASM101963v1
Streptococcus pneumoniae,NCTC7465,20104,SAMEA2479568 ,PRJEB6403,Terrabacteria group,Firmicutes,GCA_001457635.1 ,2.11097,39.7,chromosome 1:NZ_LN831051.1/LN831051.1,-,1,2330,2064,3/22/2015,3/13/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/635/GCF_001457635.1_NCTC7465,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/635/GCA_001457635.1_NCTC7465
Streptococcus suis,HA0609,20103,SAMN07807408 ,PRJNA414694,Terrabacteria group,Firmicutes,GCA_002736265.1 ,2.24735,41.1,chromosome:CP024126.1,-,1,-,-,10/30/2017,10/30/2017,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/736/265/GCA_002736265.1_ASM273626v1
Streptococcus agalactiae,Sag37,20122,SAMN06329441 ,PRJNA374480,Terrabacteria group,Firmicutes,GCA_002025025.1 ,2.19878,35.8,chromosome:NZ_CP019978.1/CP019978.1,-,1,2292,2110,3/13/2017,3/15/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/025/GCF_002025025.1_ASM202502v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/025/GCA_002025025.1_ASM202502v1
Streptococcus agalactiae,FDAARGOS_254,20122,SAMN04875580 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_002073695.1 ,2.21854,35.8,chromosome:NZ_CP020449.1/CP020449.1,-,1,2295,2038,3/29/2017,8/11/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/695/GCF_002073695.1_ASM207369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/695/GCA_002073695.1_ASM207369v1
Streptococcus pneumoniae,SP49,20104,SAMN05981365 ,PRJNA352462,Terrabacteria group,Firmicutes,GCA_001896045.1 ,2.20664,39.9,chromosome:NZ_CP018136.1/CP018136.1,-,1,2415,2169,12/9/2016,3/6/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/896/045/GCF_001896045.1_ASM189604v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/045/GCA_001896045.1_ASM189604v1
Streptococcus pyogenes,NGAS596,20126,SAMN02715758 ,PRJNA243328,Terrabacteria group,Firmicutes,GCA_001019675.1 ,1.79131,38.5,chromosome:NZ_CP007561.1/CP007561.1,-,1,1800,1657,6/3/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/675/GCF_001019675.1_ASM101967v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/675/GCA_001019675.1_ASM101967v1
Streptococcus pyogenes,NGAS327,20126,SAMN02715759 ,PRJNA243328,Terrabacteria group,Firmicutes,GCA_001019695.1 ,1.70205,38.6,chromosome:NZ_CP007562.1/CP007562.1,-,1,1700,1572,6/3/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/695/GCF_001019695.1_ASM101969v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/695/GCA_001019695.1_ASM101969v1
Streptococcus pneumoniae,SP61,20104,SAMN06009945 ,PRJNA353112,Terrabacteria group,Firmicutes,GCA_001896065.1 ,2.07181,39.9,chromosome:NZ_CP018137.1/CP018137.1,-,1,2245,2008,12/9/2016,3/6/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/896/065/GCF_001896065.1_ASM189606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/065/GCA_001896065.1_ASM189606v1
Streptococcus agalactiae,CUGBS591,20122,SAMN05384056 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197205.1 ,2.22768,35.8,chromosome:NZ_CP021862.1/CP021862.1,-,1,2330,2158,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/205/GCF_002197205.1_ASM219720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/205/GCA_002197205.1_ASM219720v1
Streptococcus equinus,FDAARGOS_251,-,SAMN04875577 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_002073515.1 ,2.31135,39.3166,chromosome:CP020438.1; plasmid unamed1:CP020439.1,-,2,2267,1999,3/29/2017,3/29/2017,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/515/GCA_002073515.1_ASM207351v1
Streptococcus agalactiae,SG-M50,20122,SAMN05384208 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197245.1 ,2.11681,35.5,chromosome:NZ_CP021865.1/CP021865.1,-,1,2221,2063,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/245/GCF_002197245.1_ASM219724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/245/GCA_002197245.1_ASM219724v1
Streptococcus pneumoniae,SP64,20104,SAMN06009955 ,PRJNA353116,Terrabacteria group,Firmicutes,GCA_001896085.1 ,2.07311,39.9,chromosome:NZ_CP018138.1/CP018138.1,-,1,2249,2007,12/9/2016,3/6/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/896/085/GCF_001896085.1_ASM189608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/085/GCA_001896085.1_ASM189608v1
Streptococcus pyogenes,M28PF1,20126,SAMN03733610 ,PRJNA284654,Terrabacteria group,Firmicutes,GCA_001020185.2 ,1.89698,38.4,chromosome:NZ_CP011535.2/CP011535.2,-,1,1944,1806,6/5/2015,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/185/GCF_001020185.2_ASM102018v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/020/185/GCA_001020185.2_ASM102018v2
Streptococcus pyogenes,5448,20126,SAMN02866032 ,PRJNA252999,Terrabacteria group,Firmicutes,GCA_001021955.1 ,1.82952,38.5,chromosome:NZ_CP008776.1/CP008776.1,-,1,1873,1749,6/8/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/955/GCF_001021955.1_ASM102195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/955/GCA_001021955.1_ASM102195v1
Streptococcus pneumoniae,SWU02,20104,SAMN06109026 ,PRJNA354664,Terrabacteria group,Firmicutes,GCA_001902455.1 ,2.09215,39.8,chromosome:NZ_CP018347.1/CP018347.1,-,1,2272,2019,12/13/2016,3/14/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/455/GCF_001902455.1_ASM190245v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/455/GCA_001902455.1_ASM190245v1
Streptococcus agalactiae,SG-M158,20122,SAMN05384089 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197265.1 ,2.11681,35.5,chromosome:NZ_CP021864.1/CP021864.1,-,1,2221,2064,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/265/GCF_002197265.1_ASM219726v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/265/GCA_002197265.1_ASM219726v1
Streptococcus agalactiae,SG-M29,20122,SAMN05384163 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197285.1 ,2.11677,35.5,chromosome:NZ_CP021866.1/CP021866.1,-,1,2221,2062,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/285/GCF_002197285.1_ASM219728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/285/GCA_002197285.1_ASM219728v1
Streptococcus pneumoniae,KK0981,20104,SAMD00073590 ,PRJDB5486,Terrabacteria group,Firmicutes,GCA_002357995.1 ,2.14848,39.6,chromosome:NZ_AP017971.1/AP017971.1,-,1,2319,2073,1/25/2017,9/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/995/GCF_002357995.1_ASM235799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/995/GCA_002357995.1_ASM235799v1
Streptococcus pyogenes,STAB10015,20126,SAMN03418291 ,PRJNA278400,Terrabacteria group,Firmicutes,GCA_001023495.1 ,1.95045,38.2,chromosome:NZ_CP011068.1/CP011068.1,-,1,1991,1854,6/9/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/023/495/GCF_001023495.1_ASM102349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/023/495/GCA_001023495.1_ASM102349v1
Streptococcus pyogenes,H293,20126,SAMEA3865279 ,PRJEB1935,Terrabacteria group,Firmicutes,GCA_001039695.2 ,1.72625,38.6,chromosome:NZ_HG316453.1/HG316453.2,-,1,1721,1582,5/13/2014,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/695/GCF_001039695.1_emm89-1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/695/GCA_001039695.2_emm89-1
Streptococcus agalactiae,SG-M25,20122,SAMN05384059 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197305.1 ,2.20834,35.7,chromosome:NZ_CP021867.1/CP021867.1,-,1,2319,2156,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/305/GCF_002197305.1_ASM219730v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/305/GCA_002197305.1_ASM219730v1
Streptococcus agalactiae,SG-M8,20122,SAMN05384054 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197325.1 ,2.16712,35.6,chromosome:NZ_CP021868.1/CP021868.1,-,1,2237,2073,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/325/GCF_002197325.1_ASM219732v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/325/GCA_002197325.1_ASM219732v1
Streptococcus pyogenes,HKU488,20126,SAMN03846812 ,PRJNA289181,Terrabacteria group,Firmicutes,GCA_001051095.1 ,1.94341,38.5,chromosome:NZ_CP012045.1/CP012045.1,-,1,2013,1875,7/9/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/095/GCF_001051095.1_ASM105109v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/051/095/GCA_001051095.1_ASM105109v1
Streptococcus pyogenes,NGAS322,20126,SAMN03274509 ,PRJNA243328,Terrabacteria group,Firmicutes,GCA_001267805.1 ,1.95047,38.3,chromosome:NZ_CP010449.1/CP010449.1,-,1,1987,1843,8/17/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/805/GCF_001267805.1_ASM126780v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/805/GCA_001267805.1_ASM126780v1
Streptococcus agalactiae,SG-M6,20122,SAMN05384057 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197365.1 ,2.10602,35.6,chromosome:NZ_CP021869.1/CP021869.1,-,1,2188,2007,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/365/GCF_002197365.1_ASM219736v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/365/GCA_002197365.1_ASM219736v1
Streptococcus agalactiae,SG-M4,20122,SAMN05384060 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197385.1 ,2.07201,35.5,chromosome:NZ_CP021870.1/CP021870.1,-,1,2133,1980,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/385/GCF_002197385.1_ASM219738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/385/GCA_002197385.1_ASM219738v1
Streptococcus pyogenes,NGAS638,20126,SAMN03274510 ,PRJNA243328,Terrabacteria group,Firmicutes,GCA_001267845.1 ,1.7914,38.6,chromosome:NZ_CP010450.1/CP010450.1,-,1,1829,1702,8/17/2015,3/26/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/845/GCF_001267845.1_ASM126784v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/845/GCA_001267845.1_ASM126784v1
Streptococcus pyogenes,MEW123,20126,SAMN04419117 ,PRJNA308987,Terrabacteria group,Firmicutes,GCA_001535565.1 ,1.8787,38.3,chromosome:NZ_CP014139.1/CP014139.1,-,1,1885,1687,1/25/2016,3/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/535/565/GCF_001535565.1_ASM153556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/535/565/GCA_001535565.1_ASM153556v1
Streptococcus agalactiae,SG-M163,20122,SAMN05384092 ,PRJNA293392,Terrabacteria group,Firmicutes,GCA_002197425.1 ,2.11681,35.5,chromosome:NZ_CP021863.1/CP021863.1,-,1,2221,2063,6/16/2017,6/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/425/GCF_002197425.1_ASM219742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/425/GCA_002197425.1_ASM219742v1
Streptococcus agalactiae,C001,20122,SAMN02850626 ,PRJNA252450,Terrabacteria group,Firmicutes,GCA_002214425.1 ,2.12137,35.6,chromosome:NZ_CP008813.1/CP008813.1,-,1,2189,2046,7/5/2017,7/7/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/425/GCF_002214425.1_ASM221442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/425/GCA_002214425.1_ASM221442v1
Streptococcus pyogenes JRS4,JRS4,20126,SAMD00061011 ,PRJDB114,Terrabacteria group,Firmicutes,GCA_001547715.1 ,1.81112,38.6,chromosome Unknown:NZ_AP012335.1/AP012335.1,-,1,1851,1710,4/4/2015,3/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/715/GCF_001547715.1_ASM154771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/715/GCA_001547715.1_ASM154771v1
Streptococcus pyogenes,MTB314,20126,SAMD00000332 ,PRJDB1668,Terrabacteria group,Firmicutes,GCA_001547835.1 ,1.74483,38.5,chromosome Unknown:NZ_AP014585.1/AP014585.1,-,1,1785,1624,2/24/2015,4/10/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/835/GCF_001547835.1_ASM154783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/835/GCA_001547835.1_ASM154783v1
Streptococcus agalactiae,874391,20122,SAMN07374522 ,PRJNA395243,Terrabacteria group,Firmicutes,GCA_002289205.1 ,2.15394,35.5,chromosome:NZ_CP022537.1/CP022537.1,-,1,2224,2034,9/11/2017,9/13/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/205/GCF_002289205.1_ASM228920v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/289/205/GCA_002289205.1_ASM228920v1
Streptococcus agalactiae,,20122,SAMEA3888151 ,PRJEB12926,Terrabacteria group,Firmicutes,GCA_900078265.1 ,2.27514,35.9,chromosome I:NZ_LT545678.1/LT545678.1,-,1,2320,2106,9/30/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/265/GCF_900078265.1_SA111,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/078/265/GCA_900078265.1_SA111
Streptococcus pyogenes,FDAARGOS_149,20126,SAMN03996295 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001559175.1 ,1.83964,38.5,chromosome:NZ_CP014027.1/CP014027.1,-,1,1889,1749,2/11/2016,3/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/175/GCF_001559175.1_ASM155917v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/175/GCA_001559175.1_ASM155917v1
Streptococcus pyogenes,AP53,20126,SAMN04334485 ,PRJNA305806,Terrabacteria group,Firmicutes,GCA_001620285.1 ,1.86055,38.6,chromosome:NZ_CP013672.1/CP013672.1,-,1,1937,1806,4/18/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/285/GCF_001620285.1_ASM162028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/285/GCA_001620285.1_ASM162028v1
